MOVIES,YEAR,GENRE,RATING,STARS,VOTES,RunTime,DIRECTOR
Too Hot to Handle,2020– ,"Game-Show, Reality-TV, Romance",4.6,"Desiree Burch, Marvin Anthony, Chase de Moor, Cam Holmes",10008,40,
Haseen Dillruba,2021,"Crime, Drama, Mystery",6.9,"Director:Vinil Mathew| Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastav",18149,135,
Hannibal,2013–2015,"Crime, Drama, Horror",8.5,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Laurence Fishburne",236161,44,
Longmire,2012–2017,"Action, Crime, Drama",8.3,"Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Cassidy Freeman",30685,60,
Sicario,2015,"Action, Crime, Drama",7.6,"Director:Denis Villeneuve| Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",387903,121,
The Fall,I 2013–2016,"Crime, Drama, Thriller",8.1,"Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi",89590,60,
The Irishman,2019,"Biography, Crime, Drama",7.8,"Director:Martin Scorsese| Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel",345455,209,
Jujutsu Kaisen,2020– ,"Animation, Action, Adventure",8.7,"Junya Enoki, Adam McArthur, Yûichi Nakamura, Yuma Uchida",25386,24,
The Lord of the Rings: The Return of the King,2003,"Action, Adventure, Drama",8.9,"Director:Peter Jackson| Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom",1691777,201,
Baby Driver,2017,"Action, Crime, Drama",7.6,"Director:Edgar Wright| Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González",468655,113,
Dynasty,2017– ,Drama,7.3,"Elizabeth Gillies, Rafael de la Fuente, Robert Christopher Riley, Sam Adegoke",16666,42,
Spider-Man,2002,"Action, Adventure, Sci-Fi",7.3,"Director:Sam Raimi| Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco",709684,121,
Jumanji: The Next Level,2019,"Action, Adventure, Comedy",6.7,"Director:Jake Kasdan| Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan",205638,123,
I Care a Lot,2020,"Comedy, Crime, Thriller",6.3,"Director:J Blakeson| Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest",109059,118,
Love and Monsters,I 2020,"Action, Adventure, Comedy",7.0,"Director:Michael Matthews| Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing",100693,109,
Awake,III 2021,"Action, Adventure, Drama",4.8,"Director:Mark Raso| Gina Rodriguez, Ariana Greenblatt, Lucius Hoyos, Shamier Anderson",16262,96,
The Haunting of Hill House,2018,"Drama, Horror, Mystery",8.6,"Michiel Huisman, Carla Gugino, Henry Thomas, Elizabeth Reaser",195117,572,
Things Heard & Seen,2021,"Drama, Horror, Mystery",5.3,"Directors:Shari Springer Berman, Robert Pulcini| Amanda Seyfried, James Norton, Natalia Dyer, Alex Neustaedter",24250,121,
NCIS: Los Angeles,2009– ,"Action, Crime, Drama",6.7,"Chris O'Donnell, Daniela Ruah, Barrett Foa, LL Cool J",49943,43,
Arrival,II 2016,"Drama, Sci-Fi",7.9,"Director:Denis Villeneuve| Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg",623912,116,
Taxi Driver,1976,"Crime, Drama",8.2,"Director:Martin Scorsese| Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks",752553,114,
Grease,1978,"Musical, Romance",7.2,"Director:Randal Kleiser| John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway",250587,110,
El inocente,2021,"Crime, Drama, Mystery",7.9,"Mario Casas, Xavi Sáez, Santi Pons, Sam Feuer",19980,467,
The Movies That Made Us,2019– ,Documentary,7.8,"Donald Ian Black, Danny Wallace, Jennifer Julian, Frank Price",3653,45,
Ragnarok,2020– ,"Action, Drama, Fantasy",7.5,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø",31200,45,
The King,I 2019,"Biography, Drama, History",7.2,"Director:David Michôd| Tom Glynn-Carney, Gábor Czap, Tom Fisher, Edward Ashley",97848,140,
Ginny & Georgia,2021– ,"Comedy, Drama",7.5,"Brianne Howey, Antonia Gentry, Diesel La Torraca, Jennifer Robertson",35247,0,
Jupiter's Legacy,2021,"Action, Adventure, Drama",6.7,"Josh Duhamel, Ben Daniels, Leslie Bibb, Andrew Horton",31953,56,
Designated Survivor,2016–2019,"Action, Drama, Mystery",7.5,"Kiefer Sutherland, Adan Canto, Italia Ricci, Kal Penn",81326,60,
Sing 2,2021,"Animation, Adventure, Comedy",,"Director:Garth Jennings| Matthew McConaughey, Taron Egerton, Tori Kelly, Reese Witherspoon",0,0,
White Collar,2009–2014,"Comedy, Crime, Drama",8.2,"Matt Bomer, Tim DeKay, Willie Garson, Tiffani Thiessen",122230,40,
The Dig,2021,"Biography, Drama, History",7.1,"Director:Simon Stone| Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn",60598,112,
Knives Out 2,2022,"Comedy, Crime, Drama",,"Director:Rian Johnson| Madelyn Cline, Daniel Craig, Dave Bautista, Kathryn Hahn",0,0,
Dirty John,2018– ,"Crime, Drama",7.2,"Connie Britton, Christian Slater, Eric Bana, Amanda Peet",18088,44,
The Old Guard,2020,"Action, Adventure, Fantasy",6.7,"Director:Gina Prince-Bythewood| Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari",141605,125,
Venom,2018,"Action, Adventure, Sci-Fi",6.7,"Director:Ruben Fleischer| Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze",390167,112,
The Killing,2011–2014,"Crime, Drama, Mystery",8.2,"Mireille Enos, Joel Kinnaman, Billy Campbell, Liam James",102312,45,
Don't Look Up,2021,Comedy,,"Director:Adam McKay| Timothée Chalamet, Leonardo DiCaprio, Jennifer Lawrence, Cate Blanchett",0,145,
Skins,2007–2013,Drama,8.2,"Kaya Scodelario, Nicholas Hoult, Joe Dempsie, Hannah Murray",77286,46,
6 Underground,2019,"Action, Thriller",6.1,"Director:Michael Bay| Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy",150455,128,
The Fate of the Furious,2017,"Action, Adventure, Crime",6.6,"Director:F. Gary Gray| Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez",215795,136,
Captain America: Civil War,2016,"Action, Adventure, Sci-Fi",7.8,"Directors:Anthony Russo, Joe Russo| Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",697750,147,
Rurôni Kenshin: Sai shûshô - The Beginning,2021,"Action, Adventure, Drama",7.8,"Director:Keishi Ohtomo| Masanobu Andô, Towa Araki, Kasumi Arimura, Kentez Asaka",1976,137,
Death Note: Desu nôto,2006–2007,"Animation, Crime, Drama",9.0,"Mamoru Miyano, Brad Swaile, Vincent Tong, Ryô Naitô",262556,24,
Naruto,2002–2007,"Animation, Action, Adventure",8.3,"Junko Takeuchi, Maile Flanagan, Kate Higgins, Chie Nakamura",79832,24,
Black Sails,2014–2017,"Adventure, Drama",8.2,"Jessica Parker Kennedy, Toby Stephens, Hannah New, Zach McGowan",96550,56,
Run,I 2020,"Mystery, Thriller",6.7,"Director:Aneesh Chaganty| Sarah Paulson, Kiera Allen, Sara Sohn, Pat Healy",55389,90,
Orphan Black,2013–2017,"Action, Drama, Sci-Fi",8.3,"Tatiana Maslany, Dylan Bruce, Jordan Gavaris, Kevin Hanchard",104501,44,
Grimm,2011–2017,"Crime, Drama, Fantasy",7.8,"David Giuntoli, Russell Hornsby, Silas Weir Mitchell, Sasha Roiz",111716,45,
Luther,2010–2019,"Crime, Drama, Mystery",8.4,"Idris Elba, Dermot Crowley, Michael Smiley, Warren Brown",125749,60,
Sexy Beasts,2021– ,"Reality-TV, Romance",4.7,Star:Rob Delaney,592,0,
Red Notice,2021,"Action, Comedy, Crime",,"Director:Rawson Marshall Thurber| Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya",0,0,
Sen to Chihiro no kamikakushi,2001,"Animation, Adventure, Family",8.6,"Director:Hayao Miyazaki| Daveigh Chase, Suzanne Pleshette, Miyu Irino, Rumi Hiiragi",682809,125,
Hotel Transylvania: Transformania,2021,"Animation, Adventure, Comedy",,"Directors:Derek Drymon, Jennifer Kluska| Brian Hull, Andy Samberg, Selena Gomez, Kathryn Hahn",0,0,
Murdoch Mysteries,2008– ,"Crime, Drama, Mystery",8.1,"Yannick Bisson, Helene Joy, Thomas Craig, Jonny Harris",11437,48,
Wish Dragon,2021,"Animation, Adventure, Comedy",7.2,"Director:Chris Appelhans| Will Yun Lee, Constance Wu, Natasha Liu Bordizzo, John Cho",15262,98,
Resident Evil: Infinite Darkness,2021– ,"Animation, Action, Horror",5.8,"Nick Apostolides, Bill Butts, Kellen Goff, Stephanie Panisello",7128,26,
Reign,2013–2017,"Drama, Fantasy",7.5,"Adelaide Kane, Megan Follows, Celina Sinden, Torrance Coombs",45045,42,
Elementary,2012–2019,"Crime, Drama, Mystery",7.9,"Jonny Lee Miller, Lucy Liu, Aidan Quinn, Jon Michael Hill",103707,60,
The Girl in the Spider's Web,2018,"Action, Crime, Drama",6.1,"Director:Fede Alvarez| Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield",43896,115,
Kong: Skull Island,2017,"Action, Adventure, Fantasy",6.6,"Director:Jordan Vogt-Roberts| Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly",294292,118,
The Missing,2014–2016,"Crime, Drama, Mystery",8.2,"Tchéky Karyo, Anastasia Hille, David Morrissey, Keeley Hawes",23317,60,
Hagane no renkinjutsushi,2009–2012,"Animation, Action, Adventure",9.1,"Kent Williams, Iemasa Kayumi, Vic Mignogna, Romi Pak",134855,24,
Altered Carbon,2018–2020,"Action, Drama, Sci-Fi",8.0,"Chris Conner, Renée Elise Goldsberry, Dichen Lachman, Will Yun Lee",149002,60,
Enterprise,2001–2005,"Action, Adventure, Drama",7.5,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating",48148,60,
Black Clover,2017–2021,"Animation, Action, Adventure",8.3,"Dallas Reid, Cris George, Jill Harris, Christopher Sabat",13218,24,
Uncut Gems,2019,"Crime, Drama, Thriller",7.4,"Directors:Benny Safdie, Josh Safdie| Adam Sandler, Julia Fox, Idina Menzel, Mesfin Lamengo",239770,135,
American Crime Story,2016– ,"Biography, Crime, Drama",8.4,"Sarah Paulson, Annaleigh Ashford, Sterling K. Brown, Kenneth Choi",83137,42,
Bloodline,2015–2017,"Drama, Thriller",7.9,"Kyle Chandler, Ben Mendelsohn, Linda Cardellini, Sissy Spacek",46111,60,
Revenge,2011–2015,"Drama, Mystery, Thriller",7.8,"Madeleine Stowe, Emily VanCamp, Gabriel Mann, Nick Wechsler",114932,44,
The Revenant,2015,"Action, Adventure, Drama",8.0,"Director:Alejandro G. Iñárritu| Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",732244,156,
Z Nation,2014–2018,"Action, Comedy, Drama",6.7,"Russell Hodgkinson, Nat Zang, Keith Allan, Kellita Smith",34226,44,
Polar,I 2019,"Action, Crime, Drama",6.3,"Director:Jonas Åkerlund| Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren",80553,118,
Kim's Convenience,2016–2021,Comedy,8.2,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu",12443,22,
Grace and Frankie,2015–2021,Comedy,8.3,"Jane Fonda, Lily Tomlin, Sam Waterston, Martin Sheen",41520,30,
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",8.7,"Director:Peter Jackson| Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom",1529752,179,
Love Is Blind,2020– ,"Reality-TV, Romance",6.1,"Heather Ashley Chase, Nick Lachey, Vanessa Lachey, Kenny Barnes",5342,48,
Legally Blonde,2001,"Comedy, Romance",6.3,"Director:Robert Luketic| Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis",195752,96,
Jessica Jones,2015–2019,"Action, Crime, Drama",7.9,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss",198056,56,
Rust Creek,2018,"Crime, Drama, Thriller",5.9,"Director:Jen McGowan| Hermione Corfield, Jay Paulson, Sean O'Bryan, Micah Hauptman",9263,108,
American Vandal,2017–2018,"Comedy, Crime, Drama",8.2,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Travis Tope",28093,34,
Cheers,1982–1993,"Comedy, Drama",7.9,"Ted Danson, Rhea Perlman, John Ratzenberger, George Wendt",49886,22,
Ocean's Eight,2018,"Action, Comedy, Crime",6.3,"Director:Gary Ross| Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling",197909,110,
America: The Motion Picture,2021,"Animation, Action, Adventure",5.7,"Director:Matt Thompson| Channing Tatum, Jason Mantzoukas, Olivia Munn, Bobby Moynihan",4485,98,
That '70s Show,1998– ,"Comedy, Romance",8.0,"Topher Grace, Laura Prepon, Mila Kunis, Danny Masterson",157990,22,
Below Deck Mediterranean,2016– ,Reality-TV,7.3,"Hannah Ferrier, Sandy Yawn, Malia White, João Franco",1327,43,
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Action, Adventure, Fantasy",6.5,"Directors:Joachim Rønning, Espen Sandberg| Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom",276173,129,
Sense8,2015–2018,"Drama, Mystery, Sci-Fi",8.3,"Bae Doona, Jamie Clayton, Tina Desai, Tuppence Middleton",144032,60,
How to Become a Tyrant,2021– ,"Documentary, Biography, History",7.4,"Peter Dinklage, Bruce Bueno de Mesquita, Waller Newell, Ruth Ben-Ghiat",3700,0,
Dead to Me,2019– ,"Comedy, Crime, Drama",8.0,"Christina Applegate, Linda Cardellini, Sam McCarthy, Luke Roessler",61944,30,
Narcos: México,2018– ,"Crime, Drama",8.4,"Scoot McNairy, Diego Luna, José María Yazpik, Fermín Martínez",64838,50,
2001: A Space Odyssey,1968,"Adventure, Sci-Fi",8.3,"Director:Stanley Kubrick| Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter",622998,149,
Adventure Time,2010–2018,"Animation, Action, Adventure",8.6,"John DiMaggio, Jeremy Shada, Tom Kenny, Hynden Walch",81525,11,
Nanatsu no taizai,2014–2021,"Animation, Action, Adventure",8.0,"Bryce Papenbrook, Erika Harlacher, Max Mittelman, Cristina Valenzuela",26282,24,
My Unorthodox Life,2021– ,Reality-TV,5.1,"David Green, Batsheva Haart",742,0,
Slasher,2016– ,"Crime, Drama, Horror",6.7,"Paula Brancati, Dean McDermott, Joanne Vannicola, Christopher Jacot",12031,60,
Anne,2017–2019,"Drama, Family",8.7,"Amybeth McNulty, Geraldine James, R.H. Thomson, Dalila Bela",43433,60,
The Tudors,2007–2010,"Drama, History, Romance",8.1,"Jonathan Rhys Meyers, Henry Cavill, Anthony Brophy, James Frain",70514,60,
Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Sci-Fi",6.4,"Director:Zack Snyder| Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg",657423,152,
Pose,2018–2021,Drama,8.6,"Michaela Jaé (MJ) Rodriguez, Dominique Jackson, Indya Moore, Angel Bismark Curiel",23179,60,
Cider no yô ni kotoba ga wakiagaru,2020,"Animation, Drama, Romance",7.0,"Director:Kyohei Ishiguro| Somegorô Ichikawa, Hana Sugisaki, Kimberley Wong, Victoria Grace",941,87,
News of the World,2020,"Action, Adventure, Drama",6.8,"Director:Paul Greengrass| Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson",69037,118,
Mother!,2017,"Drama, Horror, Mystery",6.6,"Director:Darren Aronofsky| Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer",201141,121,
Emily in Paris,2020– ,"Comedy, Drama, Romance",7.0,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo",55757,30,
National Lampoon's Animal House,1978,Comedy,7.5,"Director:John Landis| John Belushi, Karen Allen, Tom Hulce, Stephen Furst",115289,109,
The Affair,2014–2019,Drama,7.9,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles",42129,60,
Honest Thief,2020,"Action, Crime, Drama",6.0,"Director:Mark Williams| Liam Neeson, Kate Walsh, Jai Courtney, Jeffrey Donovan",40186,99,
The End of the F***ing World,2017–2019,"Adventure, Comedy, Crime",8.1,"Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",157802,25,
Midnight in Paris,2011,"Comedy, Fantasy, Romance",7.7,"Director:Woody Allen| Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller",399157,94,
Lost in Space,2018– ,"Adventure, Drama, Family",7.3,"Maxwell Jenkins, Molly Parker, Toby Stephens, Taylor Russell",76255,60,
Wentworth,2013–2021,"Crime, Drama",8.6,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacqueline Brennan",18080,45,
After Life,2019– ,"Comedy, Drama",8.4,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",91972,30,
The Fresh Prince of Bel-Air,1990–1996,Comedy,7.9,"Will Smith, James Avery, Alfonso Ribeiro, Tatyana Ali",125167,22,
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",8.0,"Director:Quentin Tarantino| Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah",706053,137,
Bates Motel,2013–2017,"Drama, Horror, Mystery",8.1,"Vera Farmiga, Freddie Highmore, Max Thieriot, Nicola Peltz",100394,45,
Moneyball,2011,"Biography, Drama, Sport",7.6,"Director:Bennett Miller| Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",386263,133,
Behind Her Eyes,2021,"Drama, Mystery, Thriller",7.2,"Simona Brown, Eve Hewson, Tom Bateman, Robert Aramayo",47174,298,
Biohackers,2020– ,"Drama, Sci-Fi, Thriller",6.8,"Luna Wedler, Jessica Schwarz, Adrian Julius Tillmann, Caro Cult",7563,44,
Extraction,2020,"Action, Thriller",6.7,"Director:Sam Hargrave| Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal",174406,116,
The IT Crowd,2006–2013,Comedy,8.5,"Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry",138970,25,
Californication,2007–2014,"Comedy, Drama",8.3,"David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon",174076,28,
Beastars,2019– ,"Animation, Crime, Drama",7.8,"Chikahiro Kobayashi, Jonah Scott, Daman Mills, Lara Jill Miller",7429,23,
3rd Rock from the Sun,1996–2001,"Comedy, Family, Sci-Fi",7.7,"John Lithgow, Jane Curtin, Kristen Johnston, French Stewart",48780,60,
Big Mouth,2017– ,"Animation, Comedy, Romance",7.9,"Nick Kroll, John Mulaney, Jessi Klein, Jason Mantzoukas",61304,30,
Snowpiercer,2013,"Action, Drama, Sci-Fi",7.1,"Director:Bong Joon Ho| Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",335946,126,
Locke & Key,2020– ,"Drama, Fantasy, Horror",7.4,"Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott",47717,48,
300: Rise of an Empire,2014,"Action, Drama",6.2,"Director:Noam Murro| Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson",286734,102,
Kimi no na wa.,2016,"Animation, Drama, Fantasy",8.4,"Director:Makoto Shinkai| Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yûki",217433,106,
Travelers,2016–2018,"Drama, Mystery, Sci-Fi",8.1,"Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Abrahamson",49197,45,
Black Lightning,2017–2021,"Action, Drama, Sci-Fi",6.1,"Cress Williams, Nafessa Williams, Christine Adams, Marvin 'Krondon' Jones III",23354,43,
Booksmart,2019,Comedy,7.2,"Director:Olivia Wilde| Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis",103143,102,
The Water Man,I 2020,"Adventure, Drama, Family",5.3,"Director:David Oyelowo| Rosario Dawson, Maria Bello, Alfred Molina, David Oyelowo",1978,91,
Chesapeake Shores,2016– ,"Drama, Family",7.5,"Jesse Metcalfe, Meghan Ory, Barbara Niven, Laci J Mailey",5407,42,
Oxygène,2021,"Drama, Fantasy, Sci-Fi",6.5,"Director:Alexandre Aja| Mélanie Laurent, Mathieu Amalric, Malik Zidi, Laura Boujenah",27918,100,
Jaws 2,1978,"Adventure, Horror, Thriller",5.8,"Director:Jeannot Szwarc| Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo",73931,116,
Enola Holmes,2020,"Action, Adventure, Crime",6.6,"Director:Harry Bradbeer| Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter",145206,123,
Rurôni Kenshin: Sai shûshô - The Final,2021,"Action, Adventure, Drama",7.2,"Director:Keishi Ohtomo| Takeru Satoh, Shin'nosuke Abe, Yû Aoi, Munetaka Aoki",4682,138,
Chilling Adventures of Sabrina,2018–2020,"Drama, Fantasy, Horror",7.5,"Kiernan Shipka, Ross Lynch, Lucy Davis, Chance Perdomo",82557,60,
Marcella,2016– ,"Crime, Drama, Mystery",7.4,"Anna Friel, Ray Panthaki, Jack Doolan, Jamie Bamber",26485,45,
Tropic Thunder,2008,"Action, Comedy, War",7.0,"Director:Ben Stiller| Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn",391033,107,
Freaks and Geeks,1999–2000,"Comedy, Drama",8.7,"Linda Cardellini, John Francis Daley, James Franco, Samm Levine",133607,44,
iZombie,2015–2019,"Comedy, Crime, Drama",7.8,"Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley",62258,42,
Spirit Untamed,2021,"Animation, Adventure, Family",5.4,"Directors:Elaine Bogan, Ennio Torresan| Isabela Merced, Marsai Martin, Mckenna Grace, Walton Goggins",1741,88,
Poldark,2015–2019,"Drama, History, Romance",8.3,"Aidan Turner, Eleanor Tomlinson, Jack Farthing, Beatie Edney",27588,60,
Beauty and the Beast,I 2017,"Family, Fantasy, Musical",7.1,"Director:Bill Condon| Emma Watson, Dan Stevens, Luke Evans, Josh Gad",284484,129,
Penny Dreadful,2014–2016,"Drama, Fantasy, Horror",8.2,"Josh Hartnett, Timothy Dalton, Eva Green, Reeve Carney",115055,60,
Unbelievable,2019,"Crime, Drama",8.4,"Kaitlyn Dever, Toni Collette, Merritt Wever, Blake Ellis",81658,385,
Fate: The Winx Saga,2021– ,"Action, Adventure, Drama",6.9,"Freddie Thorp, Sadie Soverall, Theo Graham, Abigail Cowen",30827,0,
Feel Good,2020–2021,"Comedy, Drama, Romance",7.5,"Mae Martin, Charlotte Ritchie, Phil Burgers, Jack Barry",7949,30,
Bodyguard,2018,"Crime, Drama, Thriller",8.1,"Richard Madden, Sophie Rundle, Vincent Franklin, Ash Tandon",103187,60,
The Legend of Korra,2012–2014,"Animation, Action, Adventure",8.4,"Janet Varney, P.J. Byrne, David Faustino, J.K. Simmons",109581,23,
Bird Box,2018,"Horror, Sci-Fi",6.6,"Director:Susanne Bier| Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson",297927,124,
She-Ra and the Princesses of Power,2018–2020,"Animation, Action, Adventure",7.9,"Aimee Carrero, Marcus Scribner, Karen Fukuhara, AJ Michalka",11967,30,
Scorpion,2014–2018,"Action, Crime, Drama",7.1,"Elyes Gabel, Katharine McPhee, Eddie Kaye Thomas, Jadyn Wong",48387,43,
Derry Girls,2018– ,Comedy,8.4,"Saoirse-Monica Jackson, Louisa Harland, Nicola Coughlan, Jamie-Lee O'Donnell",24293,30,
Hell or High Water,II 2016,"Action, Crime, Drama",7.6,"Director:David Mackenzie| Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham",211816,102,
